date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:52:37	7776/7776	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/t_to1.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_to1.png	(from https://demoxml.com/html/nimis/index.html)
19:52:37	24312/24312	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/t_item15.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_item15.jpg	(from https://demoxml.com/html/nimis/index.html)
19:52:37	22757/22757	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/t_item16.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_item16.jpg	(from https://demoxml.com/html/nimis/index.html)
19:52:37	7003/7003	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/t_to2.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_to2.png	(from https://demoxml.com/html/nimis/index.html)
19:52:38	7899/7899	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/t_to3.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_to3.png	(from https://demoxml.com/html/nimis/index.html)
19:52:38	6593/6593	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/t_to4.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_to4.png	(from https://demoxml.com/html/nimis/index.html)
19:52:39	7523/7523	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/t_to5.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_to5.png	(from https://demoxml.com/html/nimis/index.html)
19:52:39	7106/7106	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/t_to6.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_to6.png	(from https://demoxml.com/html/nimis/index.html)
19:52:40	7405/7405	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/t_to9.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_to9.png	(from https://demoxml.com/html/nimis/index.html)
19:52:40	7520/7520	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/t_to8.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_to8.png	(from https://demoxml.com/html/nimis/index.html)
19:52:40	6071/6071	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/t_to7.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_to7.png	(from https://demoxml.com/html/nimis/index.html)
19:52:41	19359/19359	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/js/jquery.bxslider.min.js	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/jquery.bxslider.min.js	(from https://demoxml.com/html/nimis/index.html)
19:52:41	1754/1754	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/filter_ico.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/filter_ico.png	(from https://demoxml.com/html/nimis/category-1.html)
19:52:41	1755/1755	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/filter_ico_off.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/filter_ico_off.png	(from https://demoxml.com/html/nimis/category-2.html)
19:52:42	3947/3947	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/small_img1.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/small_img1.jpg	(from https://demoxml.com/html/nimis/product-detail.html)
19:52:43	15471/15471	---M--	200	added ('OK')	image/png	date:Sun,%2024%20May%202015%2004:39:58%20GMT	https://demoxml.com/html/nimis/images/p_thumb.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/p_thumb.png	(from https://demoxml.com/html/nimis/product-detail.html)
19:52:43	14043/14043	---M--	200	added ('OK')	image/png	date:Sun,%2024%20May%202015%2004:41:48%20GMT	https://demoxml.com/html/nimis/images/p_thumb2.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/p_thumb2.png	(from https://demoxml.com/html/nimis/product-detail.html)
19:52:44	1990/1990	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/product-plus.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/product-plus.png	(from https://demoxml.com/html/nimis/product-detail.html)
19:52:47	62187/62187	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20May%202015%2019:39:28%20GMT	https://demoxml.com/html/nimis/images/Product-Details-04.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/Product-Details-04.jpg	(from https://demoxml.com/html/nimis/product-detail.html)
19:52:48	104753/104753	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20May%202015%2002:33:16%20GMT	https://demoxml.com/html/nimis/images/single-large.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/single-large.jpg	(from https://demoxml.com/html/nimis/product-detail.html)
19:52:53	325277/325277	---M--	200	added ('OK')	image/png	date:Mon,%2025%20May%202015%2022:29:32%20GMT	https://demoxml.com/html/nimis/images/product_detail_05.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/product_detail_05.png	(from https://demoxml.com/html/nimis/product-detail.html)
19:52:55	1303/1303	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/Product-Details-heart.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/Product-Details-heart.png	(from https://demoxml.com/html/nimis/product-detail.html)
19:52:55	1277/1277	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/Product-Details-arrow.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/Product-Details-arrow.png	(from https://demoxml.com/html/nimis/product-detail.html)
19:52:56	304827/304827	---M--	200	added ('OK')	image/png	date:Mon,%2025%20May%202015%2022:48:36%20GMT	https://demoxml.com/html/nimis/images/product_detail_06.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/product_detail_06.png	(from https://demoxml.com/html/nimis/product-detail.html)
19:52:56	6339/6339	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2022:13:40%20GMT	https://demoxml.com/html/nimis/images/single_rv1.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/single_rv1.png	(from https://demoxml.com/html/nimis/product-detail.html)
19:52:57	12158/12158	---M--	200	added ('OK')	image/png	date:Sun,%2024%20May%202015%2002:03:34%20GMT	https://demoxml.com/html/nimis/images/single_rv2.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/single_rv2.png	(from https://demoxml.com/html/nimis/product-detail.html)
19:52:57	4078/4078	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/cart_img1.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/cart_img1.jpg	(from https://demoxml.com/html/nimis/cart.html)
19:52:58	4352/4352	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/cart_img2.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/cart_img2.jpg	(from https://demoxml.com/html/nimis/cart.html)
19:52:58	4139/4139	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/cart_img3.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/cart_img3.jpg	(from https://demoxml.com/html/nimis/cart.html)
19:52:59	4138/4138	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/cart_img4.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/cart_img4.jpg	(from https://demoxml.com/html/nimis/cart.html)
19:52:59	3872/3872	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/comment1.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/comment1.png	(from https://demoxml.com/html/nimis/single-blog.html)
19:53:00	15393/15393	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/recent_post1.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/recent_post1.png	(from https://demoxml.com/html/nimis/single-blog.html)
19:53:01	13376/13376	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/recent_post2.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/recent_post2.png	(from https://demoxml.com/html/nimis/single-blog.html)
19:53:02	20815/20815	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/recent_post3.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/recent_post3.png	(from https://demoxml.com/html/nimis/single-blog.html)
19:53:02	84361/84361	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/blog_page2.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/blog_page2.jpg	(from https://demoxml.com/html/nimis/single-blog.html)
19:53:02	5824/5824	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/blog-side1.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/blog-side1.jpg	(from https://demoxml.com/html/nimis/single-blog.html)
19:53:02	4926/4926	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/blog-side2.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/blog-side2.jpg	(from https://demoxml.com/html/nimis/single-blog.html)
19:53:03	6563/6563	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/blog-side3.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/blog-side3.jpg	(from https://demoxml.com/html/nimis/single-blog.html)
19:53:03	7372/7372	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/blog-side4.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/blog-side4.jpg	(from https://demoxml.com/html/nimis/single-blog.html)
19:53:03	7286/7286	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/blog-side5.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/blog-side5.jpg	(from https://demoxml.com/html/nimis/single-blog.html)
19:53:04	6200/6200	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/blog-side6.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/blog-side6.jpg	(from https://demoxml.com/html/nimis/single-blog.html)
19:53:06	52823/52823	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/not_found.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/not_found.png	(from https://demoxml.com/html/nimis/404.html)
19:53:06	718881/718881	---M--	200	added ('OK')	image/png	date:Tue,%2026%20May%202015%2002:25:18%20GMT	https://demoxml.com/html/nimis/images/single-large1.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/single-large1.png	(from https://demoxml.com/html/nimis/product-detail.html)
19:53:07	102213/102213	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/blog_page1.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/blog_page1.jpg	(from https://demoxml.com/html/nimis/blog.html)
19:53:08	89575/89575	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/blog_page3.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/blog_page3.jpg	(from https://demoxml.com/html/nimis/blog.html)
19:53:10	643851/643851	---M--	200	added ('OK')	image/png	date:Tue,%2026%20May%202015%2002:26:22%20GMT	https://demoxml.com/html/nimis/images/single-large2.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/single-large2.png	(from https://demoxml.com/html/nimis/product-detail.html)
